id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,country,salary_clean,extracted_skills
gd-1009953055603,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009953055603,,Embedded Hardware & Firmware Engineer / Mechatronikingenieur (m/w/d),FUTURACONTOUR® - Bio Medical Company GmbH,Coburg,2025-11-29,,direct_data,monthly,3000.0,5000.0,EUR,False,,,sponsored,,"**Arbeitsort: vor Ort in 96450 Coburg**

Wir sind ein innovatives Unternehmen mit dem Schwerpunkt Beauty\- und Health\-Produkten/Marken im DACH\-Markt.  
**Was macht die Bio Medical Company GmbH?**

Wir sind ein junges, leidenschaftliches Team mit einer großen gemeinsamen Vision: **FUTURACONTOUR®** zum erfolgreichsten Unternehmen im Beauty\- und Gesundheitsbereich zu machen – mit viel Herzblut, Teamgeist und Innovationsfreude.

Bei uns erwartet dich ein Arbeitsplatz, an dem du wirklich gerne zur Arbeit kommst: Offenheit, Vertrauen und Zusammenhalt sind bei uns nicht nur Schlagworte, sondern gelebter Alltag. Jeder bringt seine Stärken ein – und darf wachsen, lernen und sich weiterentwickeln.

Du arbeitest in einem modernen Umfeld mit brandneuer Apple\-Ausstattung, hochwertigen Arbeitsplätzen, kostenlosen Getränken, Kaffeevollautomaten und regelmäßigen Team\-Gutscheinen. Und ja – auch das Gehalt stimmt natürlich.

Wenn du Lust hast, in einem motivierten und freundlichen Team die Zukunft einer innovativen Marke mitzugestalten, freuen wir uns riesig auf deine Bewerbung!  
Mehr über uns findest du auf: www.futuracontour.com

**Deine Rolle**

Als **Embedded Hardware \& Firmware Engineer / Mechatronikingenieur (m/w/d)** übernimmst du eine zentrale Rolle bei der Weiterentwicklung unserer innovativen Beauty\- und Health\-Geräte.  
Du verbindest **Elektronik**, **Firmware**, **Mikrocontroller\-Programmierung** und **Systemverständnis**, um unsere Geräte technologisch auf das nächste Level zu bringen.

Dabei arbeitest du eng mit der Geschäftsführung und Produktentwicklung zusammen und gestaltest die technische Zukunft unserer Geräte entscheidend mit.

**Deine Aufgaben**

* Entwicklung, Optimierung und Erweiterung der Elektronik unserer Kosmetikgeräte (Sensorik, Motorsteuerung, Leistungs\- und Strommanagement)
* Design und Anpassung von Leiterplatten (PCB) sowie Auswahl geeigneter elektronischer Komponenten
* Entwicklung von Firmware für Mikrocontroller (z. B. STM32, ESP32 oder ARM Cortex)
* Implementierung von Steuerungslogiken, Sicherheitsfunktionen und energieeffizienten Betriebsmodi
* Fehlersuche, Testing und Rapid\-Prototyping an bestehenden Geräten
* Erstellung technischer Dokumentationen (Schaltpläne, Firmware\-Dokumentation, Entwicklungsberichte)
* Zusammenarbeit mit externen Fertigungspartnern sowie Unterstützung bei CE\-/EMV\-relevanten Themen
* Enge Abstimmung mit Design und Produktmanagement zur technischen Umsetzung neuer Funktionen und Gerätegenerationen
* Mitarbeit an der Entwicklung neuer, innovativer Beauty\- und Health\-Gerätetechnologien

**Das bieten wir dir**

* Eine sehr gute Vergütung über dem Branchendurchschnitt
* Ausführliche Einarbeitung in unsere bestehenden Geräte \& Prozesse
* Interne Schulungen zur technischen Weiterentwicklung
* Hervorragende Aufstiegsmöglichkeiten – wir wachsen stark und fördern dich aktiv
* Einen modernen Firmenstandort in Coburg mit rund 300 m² Bürofläche
* Familiäre, positive Arbeitsatmosphäre mit flachen Hierarchien und echtem Teamspirit
* Ein dynamisches Umfeld, in dem du Verantwortung übernehmen und Neues ausprobieren kannst
* Langfristige Perspektive und sicherer Arbeitsplatz
* Modernste Ausstattung – inklusive Apple\-Hardware, hochwertiger Arbeitsplatz und voll ausgestatteter Technikbereich

**Dein Profil**

* Abgeschlossenes Studium oder Ausbildung in Elektrotechnik, Mechatronik, Embedded Systems oder einem vergleichbaren technischen Bereich
* Erste oder bereits solide praktische Erfahrung in Elektronikentwicklung und/oder Embedded\-Firmware
* Kenntnisse im Schaltungsdesign, PCB\-Design oder Mikrocontroller\-Programmierung
* Erfahrung mit C/C\+\+ oder ähnlichen Embedded\-Sprachen
* Grundverständnis von Sensorik, Motoransteuerungen und Energie\-/Strommanagement
* Analytisches Denken, strukturierte Arbeitsweise und hohe technische Lernbereitschaft
* Freude am Lösen technischer Herausforderungen und an der Zusammenarbeit im Team
* Sehr gute Deutschkenntnisse, kommunikativ, verantwortungsbewusst und lösungsorientiert

Art der Stelle: Vollzeit, Teilzeit, Festanstellung, Freie Mitarbeit

Gehalt: 3\.000,00€ \- 5\.000,00€ pro Monat

Erwartete Arbeitsstunden: 20–40 pro Woche

Leistungen:

* Firmenhandy
* Kostenloser Parkplatz
* Zusätzliche Urlaubstage

Arbeitsort: Vor Ort",,,,,,,,,,,,,,,Germany,4000.0,"['C', 'ARM', 'Firmware']"
gd-1009951151546,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009951151546,,Embedded Softwareentwickler (w/m/d),Brunel,Wuppertal,2025-11-27,,,,,,,False,,,sponsored,,"**Ihre Vorteile**

* Unbefristeter Arbeitsvertrag
* Hauseigener ver.di\-Tarifvertrag
* 30 Tage Urlaub
* Gleitzeitkonto
* Sozial\- und Zusatzleistungen (VWL)
* Individuelle Förderkonzepte und Weiterbildungen
* Remote Work
* Zuschuss zum Jobticket
* Corporate Benefits Programm

**Ihre Aufgaben**

* Entwicklung, Implementierung und Pflege von Embedded\-Software für Mikrocontroller\-Systeme
* Erstellung von Softwarearchitekturen und \-konzepten im Embedded\-Bereich
* Durchführung von Softwaretests (Unit, Integration) und Fehleranalysen
* Optimierung von Software hinsichtlich Performance, Speicherverbrauch und Stabilität
* Enge Zusammenarbeit mit Hardwareentwicklung, Systemarchitektur und Testabteilungen
* Dokumentation nach gängigen Standards und Prozessen (z. B. ASPICE, ISO 26262\)

**Ihre Qualifikationen**

* Abgeschlossenes Studium in Informatik, Elektrotechnik, Technischer Informatik oder vergleichbare Qualifikation
* Fundierte Kenntnisse in C/C\+\+ für Embedded\-Systeme
* Erfahrung mit RTOS, Bare\-Metal\-Programmierung und Embedded Linux von Vorteil
* Kenntnisse in gängigen Tools wie Git, JTAG/Debugger, Compiler Toolchains (z. B. GCC, Keil, IAR)
* Verständnis für Hardware\-Architekturen und digitale Schaltungen
* Analytisches Denken, strukturierte Arbeitsweise und Teamfähigkeit
* Gute Deutsch\- und Englischkenntnisse in Wort und Schrift

**Interessiert?** Dann freuen wir uns auf Ihre Bewerbung!

**Über uns**  

Mit einem leistungsstarken globalen Netzwerk aus qualifizierten und erfahrenen Spezialistinnen und Spezialisten unterstützt die **Brunel GmbH** bei der Umsetzung wegweisender Engineering\- und IT\-Projekte. Weltweit bieten wir mit über 12\.000 Bruneller:innen an mehr als 120 Standorten in 40 Ländern erstklassige Projektlösungen in Form von Arbeitnehmerüberlassung sowie Dienst\- und Werkverträgen beim Kunden oder inhouse bei Brunel. Die richtigen Menschen mit den passenden Aufgaben zusammenzubringen – das ist unser Antrieb. Connecting Specialists to Pioneering Projects bedeutet: Wir sind die Brücke zur Karriere, der Schlüssel zum Traumprojekt und ein wichtiger Treiber für innovative technologische Entwicklungen.

**Jetzt suchen wir Sie als Mitarbeiter (m/w/d) aus folgenden Bereichen:** Embedded Systems Engineer (m/w/d), Firmware\-Entwickler (m/w/d), Softwareentwickler für eingebettete Systeme (m/w/d), Embedded Software Engineer (m/w/d), Hardware\-Software\-Integration Engineer (m/w/d), Echtzeitsystem\-Entwickler (m/w/d)",,https://www.glassdoor.de/Overview/W-EI_IE282141.htm,https://media.glassdoor.com/sql/282141/brunel-squareLogo-1663844905520.png,,,,,,,,,,,,Germany,,"['C', 'RTOS', 'Linux', 'Firmware', 'Git']"
gd-1009943184862,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009943184862,,Embedded Software Engineer (m/w/d),Rheasys Germany GmbH,Stuttgart,2025-11-19,,direct_data,yearly,50000.0,90000.0,EUR,False,,,sponsored,,"**Überblick:**  
Rheasys Germany GmbH sucht einen talentierten **Embedded Software Engineer (m/w/d)** zur Verstärkung unseres Teams in der Region Stuttgart. In dieser Rolle übernehmen Sie eine Schlüsselposition bei der Entwicklung und Integration von Software für eingebettete Systeme und arbeiten eng mit funktionsübergreifenden Teams zusammen, um modernste Softwarelösungen zu entwerfen, zu entwickeln und zu testen.

**Hauptaufgaben:**

* Entwicklung, Test und Integration von Software für eingebettete Systeme.
* Zusammenarbeit mit interdisziplinären Teams zur Gestaltung und Umsetzung von Softwarelösungen.
* Fehleranalyse, Debugging und Optimierung von Software für Leistung und Zuverlässigkeit.
* Sicherstellung einer nahtlosen Integration von Hard\- und Software in eingebetteten Umgebungen.

**Qualifikationen:**

* **Nachweislich praktische Erfahrung in der Programmierung mit C/C\+\+ unter Linux ist zwingend erforderlich.**
* Die Erfahrung muss mindestens die Entwicklung unter Linux umfassen (z. B. im Userspace oder durch Kernelmodule).
* **Bevorzugt** sind Erfahrungen mit **ARM\-basierten Plattformen**, **Microblaze, Real\-Time Linux (RT Linux), Yocto** oder **FreeRTOS**.
* Bewerber\*innen sollten konkrete Beispiele oder Referenzen zu bisherigen Projekten bereitstellen (z. B. Code\-Beispiele, GitHub\-Repositories oder Projektbeschreibungen).
* Erfahrung mit dem Bootloader U\-Boot ist von Vorteil.
* Sicheres Verständnis für die Integration von Hardware und Software.
* Ausgeprägte Fähigkeiten in der Fehleranalyse und Problemlösung.
* Vertrautheit mit Kommunikationsprotokollen wie SPI, I²C, UART und CAN.
* Abgeschlossenes Studium in Computer Engineering, Elektrotechnik oder einem vergleichbaren Studiengang.
* Ausgezeichnete Team\- und Kommunikationsfähigkeiten sowie die Bereitschaft zur engen Zusammenarbeit im Team.
* Sehr gute Deutsch\- und Englischkenntnisse in Wort und Schrift.

**Bewerben Sie sich bitte nur, wenn Sie über diese spezifischen Kenntnisse verfügen.**

**Warum Rheasys?**

* Arbeiten Sie an fortschrittlichen eingebetteten Lösungen in den Bereichen softwaredefinierte Radios und Radartechnologien.
* Werden Sie Teil eines dynamischen Teams in einem wachsenden Unternehmen, das Innovation und Qualität schätzt.
* Profitieren Sie von Mentoring und Unterstützung, um in Ihrer Rolle erfolgreich zu sein.
* Arbeiten Sie in der aufstrebenden Region Stuttgart, die sowohl berufliche Entwicklung als auch eine ausgezeichnete Work\-Life\-Balance bietet.

Bewerben Sie sich jetzt und werden Sie Teil eines zukunftsorientierten Unternehmens, das an der Spitze der Entwicklung von Embedded\-Software steht!

**Overview:**  
Rheasys Germany GmbH is seeking a talented **Embedded Software Engineer** to join our team in the Stuttgart region. In this role, you will play a key part in the development and integration of software for embedded systems, collaborating with cross\-functional teams to design, develop, and test cutting\-edge embedded software solutions.

**Key Responsibilities:**

* Develop, test, and integrate software for embedded systems.
* Collaborate with cross\-disciplinary teams to design and implement software solutions.
* Debug, troubleshoot, and optimize software for performance and reliability.
* Ensure seamless hardware and software integration in embedded environments.

**Qualifications:**

* **Demonstrated, hands\-on experience in C/C\+\+ programming in a Linux\-based environment is mandatory.**
* Experience must include, at minimum, development under Linux (e.g., user space or kernel modules).
* **Preferred experience** includes development for **ARM\-based platforms**, **Real\-Time Linux (RT Linux)**, **Yocto, Microblaze** or **FreeRTOS**.
* Applicants should provide specific examples or references to past work (e.g., code samples, GitHub projects, or descriptions of embedded software projects).
* Experience with the U\-Boot bootloader is a plus.
* Strong grasp of hardware and software integration.
* Excellent skills in debugging and problem\-solving.
* Familiarity with communication protocols such as SPI, I²C, UART, and CAN.
* A completed degree in Computer Engineering, Electrical Engineering, or a comparable field.
* Outstanding teamwork and communication skills, along with a willingness to work closely in a team.
* Very good proficiency in both German and English, spoken and written.

**Please apply only if you possess these specific skills.**

**Why Join Us?**

* Opportunity to work on advanced embedded solutions in software\-defined radios and radar technologies.
* Be part of a dynamic team in a growing company that values innovation and quality.
* Receive mentoring and support to help you succeed in your role.
* Located in the thriving Stuttgart region, offering both professional growth and an excellent work\-life balance.

Apply now to become part of a forward\-thinking company at the forefront of embedded software development!

Art der Stelle: Vollzeit, Festanstellung, Freie Mitarbeit

Gehalt: 50\.000,00€ \- 90\.000,00€ pro Jahr

Leistungen:

* Flexible Arbeitszeiten
* Homeoffice\-Möglichkeit

Bewerbungsfrage(n):

* Wohnen Sie derzeit in Stuttgart oder der umliegenden Region?

Ausbildung:

* Abitur oder gleichwertig (Wünschenswert)

Berufserfahrung:

* C\+\+: 1 Jahr (Erforderlich)
* ARM: 1 Jahr (Wünschenswert)

Sprache:

* Deutsch (Erforderlich)
* Englisch (Erforderlich)

Arbeitsort: Zum Teil im Homeoffice in Stuttgart

Voraussichtliches Einstiegsdatum: 01\.12\.2025",,,,,,,,,,,,,,,Germany,70000.0,"['C', 'ARM', 'Linux', 'CAN']"
gd-1009941516135,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009941516135,,Embedded Systems Engineer (DE) (m/w/d),Digital Film Technology GmbH,Darmstadt,2025-11-17,,,,,,,False,,,organic,,"Location: Darmstadt, Germany


Wer sind wir? Unsere Leidenschaft ist Film. Unser Anspruch die beste Qualität.


Modernste IT\-Technologie ermöglicht es heute, Film in hoher Qualität und effizient zu digitalisieren. In der Filmproduktion von heute hat Film so weiter einen festen Platz bei High\-End Produktionen. Historischer Film wird in der digitalen Welt zugänglich und für zukünftige Generationen erhalten. Als Marktführer entwickeln und produzieren wir in Darmstadt High\-Tech Filmscanner und Lösungen zur Digitalisierung von Film. Unsere Produkte werden weltweit von Archiven und in der Postproduktion eingesetzt.


Unsere Kunden, wie das Bundesfilmarchiv, die Library of Congress, Warner Brothers, NBC Universal und FotoKem schätzen uns für Qualität und Leistung unserer Produkte sowie unseren weltweiten zuverlässigen Service. Neben unserem Hauptsitz in Darmstadt haben wir Teams in Burbank (USA) und London (UK), um unsere Kunden weltweit bestmöglich zu unterstützen.


Du begeisterst dich für Embedded Systems, hardwarenahe Softwareentwicklung, innovative Technologien und Film? Dann werde Teil unseres Teams.


Als **Embedded Systems Engineer (m/w/d)** gestaltest du mit uns leistungsfähige Steuerungs\- und Elektroniklösungen. Du bist mit verantwortlich für die Schnittstelle zwischen Hard\- und Software und trägst dazu bei, unsere Produkte weiter zu verbessern und neue Lösungen zu ermöglichen.


**Zu deinen Aufgaben gehören:**


* Konzeption und Implementierung von Embedded Komponenten für unsere Scanner
* Entwurf von Hardware und Software zur Ansteuerung verschiedener Hardwarekomponenten
* Entwicklung und Optimierung von Steuerungs\- und Regelungssystemen
* Entwicklung von Hardware und Software zur Anbindung und Auswertung von Sensorik
* Mitwirkung im agilen, interdisziplinären Entwicklungsteam – inklusive Abstimmung von Anforderungen, Reviews und Dokumentation

**Wie überzeugst du uns:**


* Abgeschlossenes Studium der Technischen Informatik, Elektrotechnik, Physik oder einer vergleichbaren Fachrichtung
* Fundierte Kenntnisse in Sensorik und Aktorik
* Erfahrung in der Embedded\-Entwicklung mit C/C\+\+
* Kenntnisse im Hardware\-Design (z.B. mit Altium Designer)
* Erfahrung in der FPGA\-Programmierung in VHDL
* Wissen im Umgang mit I²C\- und CAN\-Bus\-Schnittstellen
* Analytisches Denken, Teamfähigkeit und eine strukturierte Arbeitsweise
* Sehr gute Deutsch\- und Englischkenntnisse in Wort und Schrift

**Das erwartet dich bei uns:**


**Tolle Arbeitsatmosphäre**
  

Wir sind ein dynamisches Unternehmen mit unbürokratischen Strukturen und begegnen uns auf Augenhöhe, da ist ein ""Du"" selbstverständlich.


**Gestaltungsspielraum**
  

Von Beginn an bekommst du die Freiheit, deine Ideen einzubringen und umzusetzen. Du wirst gründlich und kompetent eingearbeitet und kannst dich aktiv an der Gestaltung von Arbeitsumgebung und abwechslungsreichen Projekten beteiligen. Deine Kollegen und Vorgesetzten freuen sich auf deine Ideen.


**Work\-Life\-Balance \& persönliche Weiterentwicklung**
  

Bei uns profitierst du von Flexibilität bei den Arbeitszeiten, so lässt sich Beruf und Privatleben gut vereinbaren. Dich erwarten eine faire Vergütung, individuelle Förderung deiner Weiterentwicklung und ausgezeichnete Zukunftsaussichten in einem wachsenden Unternehmen.


**Mobilität**
  

Wir sind gut mit öffentlichen Verkehrsmitteln erreichbar – die S\-Bahn\-Station Darmstadt\-Arheilgen (S6\) ist nur wenige Minuten Fußweg entfernt. Kostenlose Parkplätze stehen direkt auf dem Firmengelände zur Verfügung. Zudem kannst du über uns ein Job\-Rad leasen, das du auch privat nutzen kannst.


**Versorgung \& Extras**
  

In unserer Kantine erwartet dich eine große Auswahl subventionierter Gerichte. Außerdem stehen dir kostenlose Getränke, guter Kaffee und ein frischer Obstkorb zur Verfügung. Darüber hinaus profitierst du von attraktiven Corporate Benefits.


**Klingt nach dir?**
  

Wir freuen uns auf deine aussagefähige Bewerbungsunterlagen:


* Motivationsschreiben inklusive Gehaltsvorstellung und frühestmöglichen Eintrittsdatum
* Ausführlicher Lebenslauf
* Arbeits\- und Abschlusszeugnisse aus Schule und Studium

Bitte sende deine Bewerbung per E\-Mail in einer zusammenhängenden PDF\-Datei an: **jobs@dft\-film.com**


Ansprechpartnerin: Jennifer Lehmann, Manager People \& Culture",,https://www.glassdoor.de/Overview/W-EI_IE1258414.htm,https://media.glassdoor.com/sql/1258414/digital-film-technology-squarelogo-1633701576592.png,,,,,,,,,,,,Germany,,"['C', 'CAN', 'Altium']"
gd-1009936090341,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009936090341,,Software Engineer (m/w/d) Embedded Systems,Eppendorf,Hamburg,2025-11-12,,,,,,,False,,,organic,,"Ihre Herausforderungen* Sie arbeiten am vollständigen Produktentwicklungszyklus von der Anforderungsanalyse bis zur Serieneinführung mit.
* Sie übernehmen die eigenverantwortliche Programmierung, das Testen und die Konzeption von Embedded\-Software\-Applikationen.
* Sie nutzen Requirement\-Management\-Systeme und Software\-Modellierungssprachen.
* Sie erstellen und bewerten Konzepte und Dokumentationen im Rahmen der Softwareentwicklung.
* Sie arbeiten mit den Kolleginnen und Kollegen unserer Geräteentwicklung sowohl in der Mechanik als auch in der Elektronik zusammen.


Ihre Expertise* Sie bringen ein abgeschlossenes Studium der Technischen Informatik, Informatik, Elektrotechnik oder eines naturwissenschaftlichen Bereichs mit.
* Sie haben bereits Kenntnisse in objektorientierter Programmierung und komponentenbasiertem Architekturentwurf.
* Kenntnisse in Echtzeit\-Betriebssystemen wie FreeRTOS und Embedded Linux sowie Programmiersprachen wie C\+\+, Python und/oder C\# sind Ihnen vertraut.
* Ebenso verfügen Sie über Kenntnisse im Bereich Elektronik, Erfahrungen mit Mikrocontrollern und \-prozessoren sowie mit Embedded Systemen.
* Eine eigenständige und lösungsorientierte Arbeitsweise sowie analytische Fähigkeiten runden Ihr Profil ab.
* Sie sprechen sehr gut Deutsch und Englisch.


Ihre Vorteile bei Eppendorf* Sie arbeiten sinnstiftend. Gemeinsam leisten wir einen Beitrag zur Verbesserung der Lebensbedingungen der Menschen.
* Wir bieten Ihnen großen Gestaltungsspielraum bei einer starken, internationalen Premium\-Marke der Life\-Science\-Branche.
* Sie erhalten eine attraktive Vergütung sowie betriebliche Sonderzahlungen.
* 30 Urlaubstage im Jahr sowie betrieblich geregelte Sonderurlaubstage sind bei uns selbstverständlich.
* Mit unserem flexiblen Gleitzeitrahmen können Sie Ihre Arbeitszeit individuell planen und eine ausgewogene Work\-Life\-Balance eigenverantwortlich gestalten.
* Bei uns bekommen Sie auch die Möglichkeit, einen Teil Ihrer Arbeitszeit deutschlandweit mobil zu arbeiten – ganz so, wie es zu Ihrer Lebenssituation passt.
* Wir bieten Ihnen vielfältige Sozialleistungen, wie z. B. eine zusätzliche arbeitgeberfinanzierte Altersvorsorge, Betriebssport, Jobrad, Bezuschussung des ÖPNV, Corporate Benefits etc.
* Um Ihr Wissen zu vertiefen sowie sich kontinuierlich fachlich und persönlich weiterzuentwickeln, bieten wir Ihnen eine Vielzahl an frei auswählbaren Schulungen, die Teilnahme an Konferenzen und Zugang zu Learning\-Plattformen.
* Bei uns finden Sie ein buntes, weltoffenes und wertschätzendes Arbeitsumfeld mit stets aktuellen Technologien, Methoden und Tools in einer Umgebung, die auch zum Netzwerken einlädt.",,https://www.glassdoor.de/Overview/W-EI_IE361985.htm,https://media.glassdoor.com/sql/361985/eppendorf-squarelogo.png,,,,,,,,,,,,Germany,,"['C', 'Linux']"
gd-1009927688722,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009927688722,,Software Engineer Embedded Systems – Smart Cabin (m/w/d),Krämer Automotive Systems,Reutlingen,2025-11-04,,,,,,,False,,,organic,,"Krämer Automotive: Wir gestalten das Fahrerlebnis der Zukunft.
Unsere Mission ist es, Fahrzeuge intelligenter, sicherer und faszinierender zu machen.


Dafür entwickeln wir gemeinsam mit führenden Automobilmarken intelligente Cockpits


und Infotainmentsysteme, die Design, Funktionalität und Nachhaltigkeit vereinen.

  

Wenn Sie sich für Innovation und perfekte User Experience begeistern, dann werden


Sie Teil unseres Teams und gestalten Sie mit uns Technologien, die bewegen.

 **Join our team and shape tomorrow’s mobility!**


Ihre Aufgaben:
* Entwicklung von Embedded\-Software für Automotive Smart Cabin Systeme
* Programmierung auf Echtzeitbetriebssystemen mit C/C\+\+
* Integration von Kommunikationsprotokollen wie CAN und LIN
* Zusammenarbeit mit Systemarchitekten und Testingenieuren
* Fehleranalyse und Optimierung bestehender Softwaremodule

  


Ihr Proﬁl:
* Abgeschlossenes Studium in Informatik, Elektrotechnik oder vergleichbar
* Mindestens 5 Jahre Erfahrung in der Embedded\-Softwareentwicklung im Automotive\-Umfeld
* Fundierte Kenntnisse in Echtzeitbetriebssystemen und Automotive\-Bussystemen
* Sehr gute Englischkenntnisse in Wort und Schrift, Deutschkenntnisse mindestens auf B1\-Niveau
* Analytisches Denkvermögen, strukturierte und eigenständige Arbeitsweise


Wir bieten:
* Spannende Projekte im Bereich Smart Cabin mit neuesten Technologien
* Flexible Arbeitszeiten und ein offenes, kooperatives Arbeitsklima
* Möglichkeiten zur fachlichen und persönlichen Weiterentwicklung
* Moderne Arbeitsumgebung und attraktive Sozialleistungen


Haben Sie eine hohe Aﬃnität zu Fahrzeugen, Car\-Infotainment und Navigation?
**Dann sind Sie bei uns richtig!**


Unser freundliches, engagiertes Team freut sich auf eine Zusammenarbeit mit Ihnen.

 **Interessiert?** Dann senden Sie bitte Ihre kompletten Bewerbungsunterlagen einschließlich Ihrer Gehaltsvorstellung und eines möglichen Eintrittsdatums an unser Recruiting\-Team",,https://www.glassdoor.de/Overview/W-EI_IE2901747.htm,https://media.glassdoor.com/sql/2901747/krämer-automotive-systems-squarelogo-1571311481380.png,,,,,,,,,,,,Germany,,"['C', 'CAN']"
gd-1009924946952,glassdoor,https://www.glassdoor.de/job-listing/j?jl=1009924946952,,Technischer Projektleiter (m/w/d) Embedded Systems,Schmieder GmbH,Friedrichshafen,2025-11-01,,,,,,,False,,,sponsored,,"Im Auftrag unseres international agierenden Kunden suchen wir im Großraum Friedrichshafen zum nächstmöglichen Zeitpunkt einen Technischen Projektleiter (m/w/d) mit Schwerpunkt Embedded Systems in **Vollzeit** und **unbefristeter Festanstellung**. **Ref. 42938\.**

**Benefits**

* Familienfreundliche und flexible Arbeitszeiten ohne Kernarbeitszeit
* Mobiles Arbeiten via Home\-Office, mit bis zu 100 Stunden pro Monat möglich
* Moderne und zeitgemäße IT\-Ausstattung inklusive hochwertigem Smartphone, zur privaten und geschäftlichen Nutzung
* Betriebsruhe an Brückentagen zuzüglich 30 Tage Jahresurlaub zur optimalen Erholung
* Sehr moderne Geschäftsausstattung, welche der modernen Ausrichtung des Unternehmens gerecht wird
* Unbefristete Festanstellung, starkes Gehalt und diverse weitere Vergünstigungen
* Umfangreiche Sozialleistungen für die Absicherung Ihres wohlverdienten Ruhestands
* Teamübergreifende Events, Tagungen und Veranstaltungen
**Aufgaben**

* Leitung und Koordination von **F\&E\-Projekten** im Bereich **Embedded Systems** und **Communication Engineering** – von der Konzeption bis zur erfolgreichen Umsetzung
* **Projektplanung, Ressourcenmanagement und Terminüberwachung** für Proof\-of\-Concept\-Systeme (PoC)
* Technische Führung und Abstimmung zwischen **Software\- und Hardwareentwicklung** in den Phasen **Integration, Test und Validierung**
* Kooperative Zusammenarbeit mit Partnern, Forschungseinrichtungen und Kunden um technologische Innovationen voranzutreiben
* **Bewertung und Weiterentwicklung** neuer Technologien in den Bereichen **5G / 6G, NTN (Non\-Terrestrial Networks)** und modernen Kommunikationsarchitekturen
* Verantwortung für die **technische Qualität**, die **Dokumentation** sowie den **Projekterfolg**
**Anforderungen**

* Abgeschlossenes Studium im Bereich **Elektrotechnik**, **Informatik** oder der **Nachrichtentechnik**, Master / Promotion erwünscht
* Berufserfahrung als **R\&D Engineer Embedded Systems** (m/w/d), **Embedded Solutions Engineer** (m/w/d), **Technical Lead** (m/w/d) Embedded Systems oder **Senior R\&D Project Engineer** (m/w/d)
* Fundierte Kenntnisse in **Embedded Softwareentwicklung (C/C\+\+, RTOS, Linux)** sowie in **Kommunikationsprotokollen** (Ethernet, TCP/IP, 5G, 6G)
* Sehr gute **Englischkenntnisse** sowie **Deutschkenntnisse** auf **B2\-Niveau**
* Erfahrung mit **Hardware\-/ Software\-Integration**, **FPGA**, **SoC\-Architekturen** oder in **KI\-basierten Telekommunikationsanwendungen** sind von Vorteil
* Ausgeprägte **Führungs\-, Kommunikations\- und Teamfähigkeiten** in interdisziplinären, internationalen Entwicklungsumgebungen

**Jetzt suchen wir Mitarbeiter (m/w/d) aus den Bereichen:** Technischer Projektmanager (m/w/d) Embedded Systems, Projektleiter (m/w/d) Softwareentwicklung, Technischer Leiter (m/w/d) Hardwareentwicklung, Projektmanager (m/w/d) Elektronik, Systemarchitekt (m/w/d) Embedded Systems, Entwicklungsleiter (m/w/d) Embedded Software  

  

**Weitere Fragen gerne an:**  

Herr Bächtle  

07502 9449\-282\.  

**Über uns**  

Schmieder ist seit über 30 Jahren der regionale Spezialist in der Direktvermittlung von kaufmännischen und technischen Fach\- und Führungskräften. Nur eine Bewerbung reicht, um von unserem großen Netzwerk zu profitieren. Wir begleiten Sie 100 % kostenfrei auf dem Weg zu Ihrem Traumjob in der Region Bodensee\-Oberschwaben.",,https://www.glassdoor.de/Overview/W-EI_IE1120169.htm,https://media.glassdoor.com/sql/1120169/schmieder-squareLogo-1645009840592.png,,,,,,,,,,,,Germany,,"['C', 'RTOS', 'Linux', 'TCP/IP']"
